,Battery Voltage [V],Velocity [km/h],Battery Temperature [°C],Cabin Temperature Sensor [°C],Heat Exchanger Temperature [°C],Throttle [%],SoC [%]
16010,380.6,40.75,26.0,26.01,5.0,0.0,59.6
16011,380.6,40.17,26.0,26.01,5.0,0.0,59.6
16012,380.59,39.58,26.0,26.01,5.0,0.0,59.6
16013,380.54,38.98,26.0,26.01,5.0,0.0,59.6
16014,380.49,38.41,26.0,26.01,5.0,0.0,59.6
16015,380.44,37.87,26.0,26.01,5.0,0.0,59.6
16016,380.39,37.26,26.0,26.01,5.0,0.0,59.6
16017,380.34,36.65,26.0,26.01,5.0,0.0,59.6
16018,380.29,36.11,26.0,26.01,5.0,0.0,59.6
16019,380.19,35.48,26.0,26.01,5.0,0.0,59.6
16020,380.1,34.92,26.0,26.01,5.0,0.0,59.6
16021,380.1,34.37,26.0,26.01,5.0,0.0,59.6
16022,380.09,33.81,26.0,26.01,5.0,0.0,59.6
16023,380.04,33.15,26.0,26.01,5.0,0.0,59.6
16024,379.99,32.59,26.0,26.01,5.0,0.0,59.6
16025,379.89,31.93,26.0,26.01,5.0,0.0,59.6
16026,379.78,31.38,26.0,26.01,5.0,0.16,59.6
16027,379.63,30.83,26.0,26.01,5.0,2.56,59.6
16028,379.47,30.22,26.0,26.01,5.0,5.22,59.6
16029,379.22,29.7,26.0,26.01,5.0,5.77,59.6
16030,378.95,29.24,26.0,26.01,5.0,8.37,59.6
16031,378.6,28.76,26.0,26.01,5.0,11.37,59.6
16032,378.3,28.42,26.0,26.01,5.0,11.4,59.61
16033,378.3,28.09,26.0,26.01,5.0,11.4,59.66
16034,378.29,27.66,26.0,26.01,5.0,11.21,59.7
16035,378.24,27.28,26.0,26.01,5.0,11.25,59.7
16036,378.2,26.91,26.0,26.01,5.0,11.4,59.7
16037,378.2,26.56,26.0,26.01,5.0,11.25,59.7
16038,378.2,26.23,26.0,26.01,5.0,11.08,59.7
16039,378.2,25.67,26.0,26.01,5.0,10.39,59.7
16040,378.2,25.35,26.0,26.01,5.0,10.63,59.7
16041,378.2,24.96,26.0,26.01,5.0,10.45,59.7
16042,378.19,24.51,26.0,26.01,5.0,10.15,59.7
16043,378.14,24.19,26.0,26.01,5.0,10.29,59.7
16044,378.09,23.73,26.0,26.01,5.0,10.33,59.7
16045,378.04,23.27,26.0,26.01,5.0,10.33,59.7
16046,378.01,22.91,26.0,26.01,5.0,10.33,59.7
16047,378.06,22.48,26.0,26.01,5.0,9.44,59.7
16048,378.1,22.13,26.0,26.01,5.0,8.58,59.7
16049,378.1,21.63,26.0,26.01,5.0,8.75,59.7
16050,378.08,21.21,26.0,26.01,5.0,9.31,59.7
16051,377.93,20.81,26.0,26.01,5.0,12.19,59.7
16052,377.75,20.43,26.0,26.01,5.0,16.07,59.7
16053,377.4,20.15,26.0,26.01,5.0,21.72,59.7
16054,377.07,19.96,26.0,26.01,5.0,26.37,59.7
16055,376.82,19.79,26.0,26.01,5.0,28.1,59.7
16056,376.59,19.76,26.0,26.01,5.0,28.6,59.7
16057,376.54,19.74,26.0,26.01,5.0,28.6,59.7
16058,376.49,19.74,26.0,26.01,5.0,29.31,59.7
16059,376.44,19.66,26.0,26.01,5.0,31.25,59.7
16060,376.4,19.65,26.0,26.01,5.0,31.1,59.7
16061,376.4,19.63,26.0,26.01,5.0,31.55,59.7
16062,376.39,19.6,26.0,26.01,5.0,32.41,59.7
16063,376.29,19.66,26.0,26.01,5.0,36.29,59.7
16064,376.17,19.84,26.0,26.01,5.0,40.02,59.7
16065,375.97,19.88,26.0,26.01,5.0,42.89,59.7
16066,375.69,19.99,26.0,26.01,5.0,46.06,59.7
16067,374.89,20.29,26.0,26.01,5.0,47.68,59.7
16068,374.14,20.7,26.0,26.01,5.0,47.68,59.7
16069,373.69,21.23,26.0,26.01,5.0,47.68,59.7
16070,373.27,21.86,26.0,26.01,5.0,47.68,59.7
16071,373.01,22.39,26.0,26.01,5.0,47.53,59.7
16072,372.78,23.01,26.0,26.01,5.0,47.41,59.7
16073,372.63,23.59,26.0,26.01,5.0,47.53,59.7
16074,372.49,24.1,26.0,26.01,5.0,47.49,59.69
16075,372.44,24.79,26.0,26.01,5.0,47.85,59.64
16076,372.39,25.39,26.0,26.01,5.0,48.23,59.6
16077,372.29,26.07,26.0,26.01,5.0,48.3,59.6
16078,372.19,26.62,26.0,26.01,5.0,48.13,59.6
16079,372.09,27.21,26.0,26.01,5.0,48.01,59.6
16080,371.99,27.79,26.0,26.01,5.0,47.98,59.6
16081,371.94,28.47,26.0,26.01,5.0,47.98,59.6
16082,371.89,29.05,26.0,26.01,5.0,47.53,59.6
16083,371.84,29.65,26.0,26.01,5.0,46.91,59.6
16084,371.8,30.24,26.0,26.01,5.0,47.05,59.6
16085,371.8,30.85,26.0,26.01,5.0,47.05,59.6
16086,371.81,31.43,26.0,26.01,5.0,45.92,59.6
16087,371.91,31.97,26.0,26.01,5.0,45.03,59.6
16088,372.04,32.42,26.0,26.01,5.0,43.81,59.6
16089,372.34,32.9,26.0,26.01,5.0,42.68,59.6
16090,372.67,33.25,26.0,26.01,5.0,41.21,59.6
16091,373.17,33.59,26.0,26.01,5.0,41.33,59.6
16092,373.62,33.91,26.0,26.01,5.0,41.33,59.6
16093,373.77,34.07,26.0,26.01,5.0,40.58,59.6
16094,373.94,34.3,26.0,26.01,5.0,40.55,59.6
16095,374.19,34.55,26.0,26.01,5.0,40.43,59.6
16096,374.4,34.73,26.0,26.01,5.0,40.23,59.6
16097,374.4,34.85,26.0,26.01,5.0,40.4,59.6
16098,374.41,34.95,26.0,26.01,5.0,40.4,59.6
16099,374.46,35.06,26.0,26.01,5.0,40.55,59.6
16100,374.51,35.23,26.0,26.01,5.0,40.43,59.6
16101,374.56,35.34,26.0,26.01,5.0,40.23,59.6
16102,374.61,35.44,26.0,26.01,5.0,40.23,59.6
16103,374.66,35.56,26.0,26.01,5.0,40.4,59.6
16104,374.71,35.67,26.0,26.01,5.0,40.58,59.6
16105,374.76,35.77,26.0,26.01,5.0,40.68,59.6
16106,374.79,35.89,26.0,26.01,5.0,40.85,59.6
16107,374.74,35.95,26.0,26.01,5.0,40.85,59.6
16108,374.7,36.04,26.0,26.01,5.0,41.18,59.6
16109,374.7,36.13,26.0,26.01,5.0,41.18,59.6
16110,374.7,36.31,26.0,26.01,5.0,41.0,59.6
16111,374.7,36.44,26.0,26.01,5.0,41.18,59.6
16112,374.7,36.53,26.0,26.01,5.0,41.18,59.6
16113,374.7,36.6,26.0,26.01,5.0,41.04,59.6
16114,374.7,36.7,26.0,26.01,5.0,41.0,59.6
16115,374.7,36.8,26.0,26.01,5.0,40.97,59.6
16116,374.7,36.95,26.0,26.01,5.0,41.18,59.6
16117,374.7,37.02,26.0,26.01,5.0,41.33,59.6
16118,374.7,37.13,26.0,26.01,5.0,41.21,59.6
16119,374.7,37.25,26.0,26.01,5.0,41.04,59.6
16120,374.71,37.34,26.0,26.01,5.0,40.85,59.6
16121,374.76,37.45,26.0,26.01,5.0,40.43,59.6
16122,374.81,37.51,26.0,26.01,5.0,39.63,59.6
16123,374.86,37.6,26.0,26.01,5.0,37.94,59.6
16124,374.91,37.66,26.0,26.01,5.0,36.98,59.6
16125,374.96,37.74,26.0,26.01,5.0,36.24,59.6
16126,375.01,37.84,26.0,26.01,5.0,34.8,59.6
16127,375.06,37.86,26.0,26.01,5.0,34.8,59.6
16128,375.11,37.94,26.0,26.01,5.0,34.8,59.6
16129,375.16,38.0,26.0,26.01,5.0,34.06,59.6
16130,375.21,38.0,26.0,26.01,5.0,33.14,59.6
16131,375.26,38.06,26.0,26.01,5.0,31.09,59.6
16132,375.31,38.0,26.0,26.01,5.0,29.56,59.6
16133,375.41,38.16,26.0,26.01,5.0,28.72,59.6
16134,375.52,37.82,26.0,26.01,5.0,26.53,59.6
16135,375.67,37.96,26.0,26.01,5.0,19.99,59.6
16136,375.84,37.98,26.0,26.01,5.0,19.2,59.6
16137,376.09,38.29,26.0,26.01,5.0,16.9,59.6
16138,376.37,38.05,26.0,26.01,5.0,13.49,59.6
16139,376.87,37.74,26.0,26.01,5.0,12.04,59.6
16140,377.38,37.5,26.0,26.01,5.0,11.88,59.6
16141,377.98,37.23,26.0,26.01,5.0,10.86,59.6
16142,378.54,36.95,26.0,26.01,5.0,8.82,59.6
16143,378.79,36.48,26.0,26.01,5.0,7.09,59.6
16144,378.99,36.01,26.0,26.01,5.0,7.02,59.6
16145,378.94,35.44,26.0,26.01,5.0,7.19,59.6
16146,378.89,34.99,26.0,26.01,5.0,7.32,59.6
16147,378.84,34.51,26.0,26.01,5.0,7.65,59.6
16148,378.79,34.1,26.0,26.01,5.0,7.98,59.6
16149,378.74,33.66,26.0,26.01,5.0,8.54,59.6
16150,378.69,33.19,26.0,26.01,5.0,8.71,59.6
16151,378.64,32.77,26.0,26.01,5.0,8.61,59.6
16152,378.59,32.25,26.0,26.01,5.0,8.71,59.6
16153,378.54,31.83,26.0,26.01,5.0,9.04,59.6
16154,378.49,31.34,26.0,26.01,5.0,9.68,59.6
16155,378.44,30.94,26.0,26.01,5.0,9.53,59.6
16156,378.39,30.52,26.0,26.01,5.0,9.53,59.6
16157,378.34,30.05,26.0,26.01,5.0,9.41,59.6
16158,378.3,29.64,26.0,26.01,5.0,9.53,59.6
16159,378.3,29.18,26.0,26.01,5.0,9.64,59.6
16160,378.29,28.78,26.0,26.01,5.0,9.68,59.6
16161,378.24,28.39,26.0,26.01,5.0,9.68,59.6
16162,378.2,27.87,26.0,26.01,5.0,9.68,59.6
16163,378.2,27.5,26.0,26.01,5.0,9.53,59.6
16164,378.2,27.03,26.0,26.01,5.0,9.53,59.6
16165,378.2,26.62,26.0,26.01,5.0,9.26,59.6
16166,378.21,26.17,26.0,26.01,5.0,8.78,59.6
16167,378.26,25.74,26.0,26.01,5.0,7.86,59.6
16168,378.31,25.24,26.0,26.01,5.0,6.53,59.6
16169,378.36,24.73,26.0,26.01,5.0,5.48,59.6
16170,378.39,24.26,26.0,26.01,5.0,5.77,59.6
16171,378.34,23.71,26.0,26.01,5.0,6.13,59.6
16172,378.29,23.23,26.0,26.01,5.0,6.69,59.6
16173,378.19,22.76,26.0,26.01,5.0,6.9,59.6
16174,378.09,22.24,26.0,26.01,5.0,7.44,59.6
16175,377.99,21.74,26.0,26.01,5.0,9.7,59.6
16176,377.85,21.28,26.0,26.01,5.0,14.83,59.6
16177,377.5,20.95,26.0,26.01,5.0,21.36,59.6
16178,377.16,20.67,26.0,26.01,5.0,26.77,59.6
16179,376.86,20.44,26.0,26.01,5.0,28.28,59.6
16180,376.59,20.29,26.0,26.01,5.0,28.45,59.6
16181,376.49,20.21,26.0,26.01,5.0,28.45,59.6
16182,376.4,20.17,26.0,26.01,5.0,28.93,59.6
16183,376.4,20.14,26.0,26.01,5.0,28.93,59.6
16184,376.4,20.11,26.0,26.01,5.0,28.79,59.6
16185,376.4,20.04,26.0,26.01,5.0,28.63,59.6
16186,376.4,19.97,26.0,26.01,5.0,28.48,59.6
16187,376.4,19.93,26.0,26.01,5.0,28.16,59.6
16188,376.41,19.83,26.0,26.01,5.0,27.13,59.6
16189,376.46,19.72,26.0,26.01,5.0,25.69,59.6
16190,376.51,19.68,26.0,26.01,5.0,23.93,59.6
16191,376.56,19.52,26.0,26.01,5.0,21.51,59.6
16192,376.61,19.34,26.0,26.01,5.0,21.59,59.6
16193,376.66,19.16,26.0,26.01,5.0,23.04,59.6
16194,376.67,18.99,26.0,26.01,5.0,26.77,59.6
16195,376.47,18.83,26.0,26.01,5.0,30.79,59.6
16196,376.29,18.77,26.0,26.01,5.0,34.75,59.6
16197,376.24,18.8,26.0,26.01,5.0,36.94,59.6
16198,376.19,18.71,26.0,26.01,5.0,37.3,59.6
16199,376.09,18.65,26.0,26.01,5.0,37.3,59.6
16200,375.99,18.65,26.0,26.01,5.0,37.55,59.6
16201,375.94,18.64,26.0,26.01,5.0,38.38,59.6
16202,375.88,18.63,26.0,26.01,5.0,39.86,59.6
16203,375.73,18.63,26.0,26.01,5.0,40.97,59.6
16204,375.56,18.7,26.0,26.01,5.0,41.87,59.6
16205,375.31,18.79,26.0,26.01,5.0,41.93,59.6
16206,375.08,19.05,26.0,26.01,5.0,41.81,59.6
16207,374.93,19.27,26.0,26.01,5.0,41.36,59.6
16208,374.8,19.51,26.0,26.01,5.0,40.61,59.6
16209,374.8,19.76,26.0,26.01,5.0,39.96,59.6
16210,374.81,20.02,26.0,26.01,5.0,37.85,59.6
16211,374.86,20.15,26.0,26.01,5.0,36.65,59.6
16212,374.92,20.41,26.0,26.01,5.0,36.53,59.6
16213,375.07,20.58,26.0,26.01,5.0,36.17,59.6
16214,375.21,20.84,26.0,26.01,5.0,36.05,59.6
16215,375.26,21.02,26.0,26.01,5.0,35.9,59.6
16216,375.31,21.12,26.0,26.01,5.0,36.05,59.6
16217,375.36,21.26,26.0,26.01,5.0,36.34,59.6
16218,375.4,21.27,26.0,26.01,5.0,36.79,59.6
16219,375.4,21.39,26.0,26.01,5.0,37.09,59.6
16220,375.39,21.46,26.0,26.01,5.0,38.04,59.6
16221,375.34,21.56,26.0,26.01,5.0,39.24,59.6
16222,375.26,21.63,26.0,26.01,5.0,42.03,59.6
16223,375.01,21.78,26.0,26.01,5.0,44.81,59.6
16224,374.71,21.96,26.0,26.01,5.0,46.57,59.6
16225,374.06,22.26,26.0,26.01,5.0,47.64,59.6
16226,373.45,22.61,26.0,26.01,5.0,47.68,59.6
16227,373.1,23.05,26.0,26.01,5.0,47.68,59.6
16228,372.78,23.56,26.0,26.01,5.0,47.53,59.6
16229,372.63,24.1,26.0,26.01,5.0,47.53,59.6
16230,372.48,24.61,26.0,26.01,5.0,47.53,59.6
16231,372.33,25.13,26.0,26.01,5.0,47.53,59.6
16232,372.2,25.7,26.0,26.01,5.0,47.38,59.6
16233,372.2,26.24,26.0,26.01,5.0,46.88,59.6
16234,372.2,26.78,26.0,26.01,5.0,46.16,59.6
16235,372.2,27.33,26.0,26.01,5.0,45.26,59.6
16236,372.22,27.88,26.0,26.01,5.0,44.65,59.6
16237,372.37,28.34,26.0,26.01,5.0,43.78,59.6
16238,372.54,28.81,26.0,26.01,5.0,42.66,59.6
16239,372.84,29.2,26.0,26.01,5.0,41.98,59.6
16240,373.15,29.54,26.0,26.01,5.0,40.9,59.6
16241,373.5,29.83,26.0,26.01,5.0,40.45,59.6
16242,373.83,30.06,26.0,26.01,5.0,39.97,59.6
16243,374.08,30.24,26.0,26.01,5.0,39.6,59.6
16244,374.31,30.41,26.0,26.01,5.0,39.3,59.6
16245,374.41,30.51,26.0,26.01,5.0,39.2,59.6
16246,374.51,30.62,26.0,26.01,5.0,38.83,59.6
16247,374.61,30.7,26.0,26.01,5.0,38.17,59.6
16248,374.71,30.79,26.0,26.01,5.0,36.6,59.6
16249,374.81,30.87,26.0,26.01,5.0,35.17,59.6
16250,374.91,30.92,26.0,26.01,5.0,33.82,59.6
16251,375.01,30.99,26.0,26.01,5.0,32.95,59.6
16252,375.11,31.0,26.0,26.01,5.0,32.35,59.6
16253,375.21,31.01,26.0,26.01,5.0,31.47,59.6
16254,375.31,31.02,26.0,26.01,5.0,30.55,59.6
16255,375.41,30.98,26.0,26.01,5.0,28.75,59.6
16256,375.51,30.91,26.0,26.01,5.0,26.85,59.59
16257,375.61,30.88,26.0,26.01,5.0,25.91,59.54
16258,375.72,30.84,26.0,26.01,5.0,24.35,59.5
16259,375.87,30.79,26.0,26.01,5.0,22.55,59.5
16260,376.02,30.66,26.0,26.01,5.0,20.6,59.5
16261,376.17,30.51,26.0,26.01,5.0,19.4,59.5
16262,376.33,30.38,26.0,26.01,5.0,17.53,59.5
16263,376.58,30.19,26.0,26.01,5.0,17.28,59.5
16264,376.82,29.98,26.0,26.01,5.0,17.45,59.51
16265,376.97,29.68,26.0,26.01,5.0,17.45,59.56
16266,377.1,29.36,26.0,26.01,5.0,17.33,59.6
16267,377.1,29.16,26.0,26.01,5.0,17.17,59.6
16268,377.13,28.84,26.0,26.01,5.0,15.29,59.6
16269,377.33,28.55,26.0,26.01,5.0,14.35,59.6
16270,377.51,28.21,26.0,26.01,5.0,13.9,59.6
16271,377.56,27.8,26.0,26.01,5.0,12.92,59.6
16272,377.63,27.46,26.0,26.01,5.0,10.6,59.6
16273,377.83,27.09,26.0,26.01,5.0,10.0,59.6
16274,377.99,26.61,26.0,26.01,5.0,10.0,59.6
16275,377.94,26.18,26.0,26.01,5.0,10.15,59.6
16276,377.89,25.67,26.0,26.01,5.0,10.6,59.6
16277,377.84,25.22,26.0,26.01,5.0,10.75,59.6
16278,377.78,24.8,26.0,26.01,5.0,11.44,59.6
16279,377.63,24.33,26.0,26.01,5.0,12.8,59.6
16280,377.46,23.94,26.0,26.01,5.0,16.78,59.6
16281,377.16,23.66,26.0,26.01,5.0,18.2,59.6
16282,376.91,23.41,26.0,26.01,5.0,18.05,59.6
16283,376.96,23.13,26.0,26.01,5.0,17.9,59.6
16284,377.0,22.87,26.0,26.01,5.0,17.9,59.6
16285,377.0,22.61,26.0,26.01,5.0,17.73,59.6
16286,377.0,22.33,26.0,26.01,5.0,17.33,59.6
16287,377.0,22.06,26.0,26.01,5.0,17.02,59.6
16288,377.01,21.74,26.0,26.01,5.0,16.56,59.6
16289,377.06,21.48,26.0,26.01,5.0,15.68,59.6
16290,377.11,21.16,26.0,26.01,5.0,14.85,59.6
16291,377.16,20.79,26.0,26.01,5.0,14.54,59.6
16292,377.2,20.45,26.0,26.01,5.0,14.63,59.6
16293,377.2,20.14,26.0,26.01,5.0,14.63,59.6
16294,377.19,19.76,26.0,26.01,5.0,14.63,59.6
16295,377.14,19.41,26.0,26.01,5.0,14.63,59.6
16296,377.1,19.07,26.0,26.01,5.0,14.68,59.6
16297,377.1,18.74,26.0,26.01,5.0,14.68,59.6
16298,377.1,18.37,26.0,26.01,5.0,14.63,59.6
16299,377.1,18.07,26.0,26.01,5.0,14.9,59.6
16300,377.09,17.73,26.0,26.01,5.0,15.1,59.6
16301,377.04,17.41,26.0,26.01,5.0,15.1,59.6
16302,377.0,17.1,26.0,26.01,5.0,15.22,59.6
16303,377.0,16.74,26.0,26.01,5.0,15.1,59.6
16304,377.0,16.44,26.0,26.01,5.0,15.1,59.6
16305,377.0,16.12,26.0,26.01,5.0,15.1,59.6
16306,376.99,15.8,26.0,26.01,5.0,15.1,59.6
16307,376.94,15.44,26.0,26.01,5.0,15.28,59.6
16308,376.9,15.14,26.0,26.01,5.0,15.28,59.6
16309,376.9,14.82,26.0,26.01,5.0,15.28,59.6
16310,376.9,14.48,26.0,26.01,5.0,15.1,59.6
16311,376.9,14.18,26.0,26.03,5.0,15.1,59.6
16312,376.89,13.83,26.0,26.04,5.0,15.1,59.6
16313,376.84,13.49,26.0,26.06,5.0,15.15,59.6
16314,376.8,13.19,26.0,26.08,5.0,15.28,59.6
16315,376.8,12.85,26.0,26.09,5.0,15.55,59.6
16316,376.79,12.55,26.0,26.11,5.0,16.56,59.6
16317,376.74,12.25,26.0,26.13,5.0,17.4,59.6
16318,376.69,11.98,26.0,26.14,5.0,18.15,59.6
16319,376.64,11.71,26.0,26.16,5.0,18.93,59.6
16320,376.6,11.45,26.0,26.17,5.0,19.13,59.6
16321,376.6,11.22,26.0,26.17,5.0,19.68,59.6
16322,376.59,10.99,26.0,26.17,5.0,21.38,59.6
16323,376.54,10.77,26.0,26.17,5.0,22.67,59.6
16324,376.49,10.59,26.0,26.17,5.0,23.7,59.6
16325,376.44,10.41,26.0,26.17,5.0,24.68,59.6
16326,376.39,10.25,26.0,26.17,5.0,25.88,59.6
16327,376.34,10.12,26.0,26.17,5.0,27.64,59.6
16328,376.3,10.0,26.0,26.17,5.0,30.11,59.6
16329,376.3,9.93,26.0,26.17,5.0,31.34,59.6
16330,376.29,9.87,26.0,26.17,5.0,31.38,59.6
16331,376.24,9.78,26.0,26.17,5.0,31.38,59.6
16332,376.2,9.73,26.0,26.17,5.0,31.38,59.6
16333,376.2,9.69,26.0,26.17,5.0,31.55,59.6
16334,376.19,9.64,26.0,26.17,5.0,32.58,59.6
16335,376.14,9.59,26.0,26.17,5.0,33.36,59.6
16336,376.1,9.56,26.0,26.17,5.0,33.55,59.6
16337,376.1,9.55,26.0,26.17,5.0,33.73,59.6
16338,376.1,9.54,26.0,26.17,5.0,34.03,59.6
16339,376.1,9.53,26.0,26.17,5.0,34.03,59.6
16340,376.09,9.55,26.0,26.17,5.0,33.88,59.6
16341,376.04,9.56,26.0,26.17,5.0,33.88,59.6
16342,376.0,9.57,26.0,26.17,5.0,33.88,59.6
16343,376.0,9.59,26.0,26.17,5.0,33.88,59.6
16344,376.0,9.63,26.0,26.17,5.0,33.73,59.6
16345,376.0,9.64,26.0,26.17,5.0,33.73,59.6
16346,376.01,9.66,26.0,26.17,5.0,33.55,59.6
16347,376.06,9.67,26.0,26.17,5.0,33.4,59.6
16348,376.1,9.68,26.0,26.17,5.0,33.28,59.6
16349,376.1,9.69,26.0,26.17,5.0,33.0,59.6
16350,376.1,9.68,26.0,26.17,5.0,31.9,59.6
16351,376.1,9.67,26.0,26.17,5.0,30.98,59.6
16352,376.11,9.67,26.0,26.17,5.0,30.21,59.6
16353,376.16,9.64,26.0,26.17,5.0,27.67,59.6
16354,376.21,9.62,26.0,26.17,5.0,25.32,59.6
16355,376.26,9.5,26.0,26.17,5.0,24.94,59.6
16356,376.3,9.37,26.0,26.17,5.0,24.04,59.6
16357,376.3,9.25,26.0,26.17,5.0,23.33,59.6
16358,376.31,9.11,26.0,26.17,5.0,23.43,59.6
16359,376.36,8.99,26.0,26.17,5.0,23.65,59.6
16360,376.39,8.86,26.0,26.17,5.0,24.05,59.6
16361,376.34,8.72,26.0,26.17,5.0,25.79,59.6
16362,376.29,8.6,26.0,26.17,5.0,28.4,59.6
16363,376.24,8.5,26.0,26.17,5.0,28.75,59.6
16364,376.2,8.45,26.0,26.17,5.0,29.58,59.6
16365,376.2,8.37,26.0,26.17,5.0,31.76,59.6
16366,376.2,8.31,26.0,26.17,5.0,32.75,59.6
16367,376.2,8.23,26.0,26.17,5.0,32.9,59.6
16368,376.19,8.21,26.0,26.17,5.0,33.22,59.6
16369,376.14,8.2,26.0,26.17,5.0,33.55,59.6
16370,376.1,8.2,26.0,26.17,5.0,34.15,59.6
16371,376.1,8.23,26.0,26.17,5.0,34.35,59.6
16372,376.1,8.23,26.0,26.17,5.0,34.2,59.6
16373,376.1,8.25,26.0,26.17,5.0,34.2,59.6
16374,376.09,8.29,26.0,26.17,5.0,34.35,59.6
16375,376.04,8.32,26.0,26.17,5.0,34.86,59.6
16376,375.99,8.39,26.0,26.17,5.0,35.85,59.6
16377,375.94,8.46,26.0,26.17,5.0,36.38,59.6
16378,375.89,8.55,26.0,26.17,5.0,36.5,59.6
16379,375.84,8.67,26.0,26.17,5.0,36.41,59.6
16380,375.8,8.8,26.0,26.17,5.0,36.25,59.6
16381,375.8,8.95,26.0,26.17,5.0,36.05,59.6
16382,375.8,9.09,26.0,26.17,5.0,35.45,59.6
16383,375.8,9.25,26.0,26.17,5.0,35.0,59.6
16384,375.8,9.4,26.0,26.17,5.0,33.81,59.6
16385,375.8,9.54,26.0,26.17,5.0,32.26,59.6
16386,375.81,9.65,26.0,26.17,5.0,29.95,59.6
16387,375.91,9.76,26.0,26.17,5.0,28.27,59.6
16388,376.01,9.82,26.0,26.17,5.0,26.15,59.6
16389,376.06,9.87,26.0,26.17,5.0,23.78,59.6
16390,376.11,9.88,26.0,26.17,5.0,22.13,59.6
16391,376.16,9.88,26.0,26.17,5.0,20.79,59.6
16392,376.21,9.85,26.0,26.17,5.0,19.95,59.6
16393,376.26,9.79,26.0,26.17,5.0,19.9,59.6
16394,376.3,9.75,26.0,26.17,5.0,19.9,59.6
16395,376.3,9.64,26.0,26.17,5.0,20.08,59.6
16396,376.3,9.58,26.0,26.17,5.0,20.08,59.6
16397,376.3,9.48,26.0,26.17,5.0,20.38,59.6
16398,376.3,9.36,26.0,26.17,5.0,20.79,59.6
16399,376.3,9.26,26.0,26.17,5.0,22.36,59.6
16400,376.3,9.16,26.0,26.17,5.0,24.63,59.6
16401,376.3,9.02,26.0,26.17,5.0,26.19,59.6
16402,376.29,8.91,26.0,26.17,5.0,27.53,59.6
16403,376.24,8.84,26.0,26.17,5.0,28.89,59.6
16404,376.2,8.76,26.0,26.17,5.0,30.53,59.6
16405,376.2,8.7,26.0,26.17,5.0,31.97,59.6
16406,376.19,8.66,26.0,26.17,5.0,32.03,59.6
16407,376.14,8.6,26.0,26.17,5.0,32.03,59.6
16408,376.11,8.56,26.0,26.17,5.0,32.18,59.6
16409,376.16,8.55,26.0,26.17,5.0,32.42,59.6
16410,376.19,8.52,26.0,26.17,5.0,32.48,59.6
16411,376.14,8.48,26.0,26.17,5.0,32.48,59.6
16412,376.11,8.45,26.0,26.17,5.0,32.18,59.6
16413,376.16,8.44,26.0,26.17,5.0,31.9,59.6
16414,376.2,8.4,26.0,26.17,5.0,31.59,59.6
16415,376.2,8.37,26.0,26.17,5.0,31.25,59.6
16416,376.2,8.34,26.0,26.17,5.0,30.93,59.6
16417,376.2,8.28,26.0,26.17,5.0,30.78,59.6
16418,376.2,8.25,26.0,26.17,5.0,30.34,59.6
16419,376.2,8.18,26.0,26.17,5.0,30.3,59.6
16420,376.2,8.11,26.0,26.17,5.0,30.3,59.6
16421,376.2,8.05,26.0,26.17,5.0,30.3,59.6
16422,376.21,7.98,26.0,26.17,5.0,29.57,59.6
16423,376.26,7.91,26.0,26.17,5.0,28.17,59.6
16424,376.3,7.83,26.0,26.17,5.0,28.04,59.6
16425,376.3,7.75,26.0,26.17,5.0,28.0,59.6
16426,376.3,7.63,26.0,26.17,5.0,27.24,59.6
16427,376.3,7.52,26.0,26.17,5.0,26.63,59.6
16428,376.3,7.41,26.0,26.17,5.0,26.58,59.6
16429,376.3,7.3,26.0,26.17,5.0,26.63,59.6
16430,376.3,7.18,26.0,26.17,5.0,26.58,59.6
16431,376.3,7.08,26.0,26.17,5.0,26.75,59.6
16432,376.3,6.99,26.0,26.17,5.0,26.63,59.6
16433,376.3,6.88,26.0,26.17,5.0,26.58,59.6
16434,376.3,6.79,26.0,26.17,5.0,25.7,59.6
16435,376.3,6.67,26.0,26.17,5.0,24.19,59.6
16436,376.3,6.58,26.0,26.17,5.0,22.96,59.6
16437,376.3,6.46,26.0,26.17,5.0,21.14,59.6
16438,376.3,6.3,26.0,26.17,5.0,19.4,59.6
16439,376.3,6.15,26.0,26.17,5.0,18.2,59.6
16440,376.3,5.99,26.0,26.17,5.0,18.2,59.6
16441,376.3,5.84,26.0,26.17,5.0,18.2,59.6
16442,376.3,5.68,26.0,26.17,5.0,17.78,59.6
16443,376.3,5.51,26.0,26.17,5.0,16.85,59.6
16444,376.3,5.35,26.0,26.17,5.0,16.08,59.6
16445,376.3,5.19,26.0,26.17,5.0,14.99,59.6
16446,376.3,5.01,26.0,26.17,5.0,14.27,59.6
16447,376.3,4.8,26.0,26.17,5.0,13.3,59.6
16448,376.3,4.61,26.0,26.17,5.0,13.1,59.6
16449,376.3,4.41,26.0,26.17,5.0,13.1,59.6
16450,376.3,4.23,26.0,26.17,5.0,13.1,59.6
16451,376.3,4.04,26.0,26.17,5.0,13.1,59.6
16452,376.3,3.87,26.0,26.17,5.0,13.1,59.6
16453,376.3,3.7,26.0,26.17,5.0,13.1,59.6
16454,376.3,3.55,26.0,26.17,5.0,13.1,59.6
16455,376.3,3.41,26.0,26.17,5.0,12.93,59.6
16456,376.3,3.28,26.0,26.17,5.0,12.93,59.6
16457,376.3,3.17,26.0,26.17,5.0,13.1,59.6
16458,376.3,3.07,26.0,26.17,5.0,13.25,59.6
